.url.,,0,,False,,,0,,5
.novo-aceder.com,,0,0,False,,,0,,16
brgwesazd.acmetoy.com,204.16.169.54,0,7021,False,,[ns1.changeip.com, ns2.changeip.com],0,,21
spycimir.mateusztal.pl,104.21.57.225,0,,False,,,0,403,22
arnold.winitrans.pl,172.67.206.21,0,1,False,,,0,403,19
leopold.jwardecki.pl,172.67.200.225,0,,False,,,0,403,20
szmul.jwardecki.pl,172.67.200.225,0,,False,,,0,403,18
brajan.magmarbis.info.pl,172.67.137.42,0,,False,,,0,403,24
docs.google.com,173.194.193.102,0,9419,True,,,0,200,15
express.adobe.com,99.84.160.31,0,13374,True,,[ns-120.awsdns-15.com, ns-1310.awsdns-35.org, ns-1697.awsdns-20.co.uk, ns-822.awsdns-38.net],0,200,17
.ufjpot.icu,,0,1,False,,,0,,11
.ufjsftr.icu,,0,1,False,,,0,,12
currently-attmailboxupdate-signin.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,48
currentlyattmail-update-signin.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,45
wrwkrudmc.weebly.com,199.34.228.53,0,6302,False,,,0,404,20
att-104683.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,25
att-104683.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,25
.ufjpubcj.icu,,0,1,False,,,0,,13
n3i3kl.webwave.dev,45.79.147.190,0,1582,True,,,0,200,18
uufjhhdhgfjfjfj.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,30
rramaz.sa.com,,0,,False,,,0,,13
att-mail-104931.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,30
karllova.pages.dev,172.66.47.142,0,,False,,[piotr.ns.cloudflare.com, stevie.ns.cloudflare.com],0,404,18
karllova.pages.dev,172.66.47.142,0,,False,,[piotr.ns.cloudflare.com, stevie.ns.cloudflare.com],0,404,18
.cutt.ly,,0,1993,False,,,0,,8
.tesdalnnais.com,,0,1920,False,,,0,,16
.sms-short.pw,,0,2,False,,,0,,13
irs-geovtaxreffsund.berlingaremos.com,162.240.107.205,0,4,True,,,0,200,37
att-105702.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,25
currentlyattmailboxupdate-109906.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,47
att-105702.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,25
sp130729.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp717749.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp174321.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp571512.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp123299.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp806424.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
sp940383.sitebeat.crazydomains.com,103.67.235.120,0,7871,True,,,0,200,34
rl71xrvh.square.site,199.34.228.39,0,,False,,,0,404,20
docs.google.com,173.194.193.102,0,9419,True,,,0,200,15
momsdeth2023.weeblysite.com,199.34.228.96,0,3845,False,,[dns1.p08.nsone.net, dns2.p08.nsone.net, dns3.p08.nsone.net, dns4.p08.nsone.net],0,404,27
docs.google.com,173.194.193.102,0,9419,True,,,0,200,15
docs.google.com,173.194.193.102,0,9419,True,,,0,200,15
docs.google.com,173.194.193.102,0,9419,True,,,0,200,15
jinonice.pages.dev,,0,,False,,[henry.ns.cloudflare.com, joselyn.ns.cloudflare.com],0,,18
jakub.phurolmax.pl,104.21.77.110,0,,False,,,0,403,18
krzys.sylwiafaber.pl,172.67.215.191,0,,False,,,0,403,20
maurycy.sczekaj.pl,104.21.37.161,0,,False,,,0,403,18
dhdrlssnwh.weebly.com,199.34.228.53,0,6302,False,,,0,404,21
sachaclick.duckdns.org,213.226.123.109,0,,True,,,0,200,22
vintedl765-pols.sleuth.sbs,104.21.12.113,0,,True,,,0,200,26
dazhdbog.jwardecki.pl,172.67.200.225,0,,False,,,0,403,21
tjsp.kdewrf.pl,104.21.86.113,0,,False,,,0,403,14
recepcaoinformativabr.z14.web.core.windows.net,20.150.25.161,0,10186,True,,,0,200,46
emeryth.sobolewski.sklep.pl,172.67.140.91,0,,False,,,0,403,27
branimir.phurolmax.pl,104.21.77.110,0,,False,,,0,403,21
radoslaw.magmarbis.info.pl,172.67.137.42,0,,False,,,0,403,26
filip.balogun.pl,172.67.169.21,0,,False,,,0,403,16
.coinzdrop.top,,0,,False,,,0,,14
.hy8ewq.com,,0,102,False,,,0,,11
pancoldmia.duckdns.org,213.226.123.109,0,,True,,,0,200,22
ixss.xmkkas.pl,104.21.24.233,0,,False,,,0,403,14
.aeonbadnk.jp,,0,,False,,,0,,13
michal.sylwiafaber.pl,172.67.215.191,0,,False,,,0,403,21
.ipfs.io,,0,3331,False,,,0,,8
boyan.sczekaj.pl,104.21.37.161,0,,False,,,0,403,16
volos.jwardecki.pl,172.67.200.225,0,,False,,,0,403,18
